nombre,dni,email,telefono_movil,telefono_fijo,direccion,ciudad,codigo_postal,provincia
Onofre Larrea-Gómez,93360142Z,onofrelarrea-gómez9986445@hotmail.com,+34841611816,925855611,Pasadizo Toño Sierra 84,Desconocida,Desconocida,Melilla
Fulgencio Burgos Moll,86520412R,fulgencioburgosmoll1286456@gmail.com,+34985395439,917033739,Cañada Constanza Prats 22,Buenache de la Sierra,16192,Cuenca
Ulises Arregui Balaguer,74132669N,ulisesarreguibalaguer4321868@hotmail.com,+34728177172,945003732,Pasadizo Nidia Cerdá 10 Piso 5 ,Desconocida,Desconocida,Melilla
Edelmira Galán-Anguita,58908132A,edelmiragalán-anguita4642484@hotmail.com,+34876925973,923077048,Via Pili Acuña 9,Grávalos,26587,"Rioja, La"
Calisto de Arregui,00884630G,calistodearregui7386952@hotmail.com,+34822644636,942763402,Cuesta de Víctor Leiva 73,Nerpio,02537,Albacete
Efraín Carrillo Losa,29453911L,efraíncarrillolosa7987816@hotmail.com,+34971176147,984549722,Cañada de Eva María Grande 832 Puerta 8 ,Toén,32941,Ourense
Liliana Arnau Mendez,26518303Q,lilianaarnaumendez1896376@hotmail.com,+34878218469,942628739,Urbanización Candelario Asensio 736,Aldeanueva de San Bartolomé,45576,Toledo
Graciano Albano Duran Falcón,09182517C,gracianoalbanoduranfalcón7304317@hotmail.com,+34841385827,974140090,Paseo Nando Rosado 1,"Veguillas, Las",37452,Salamanca
Eloísa Castilla Hierro,82584927T,eloísacastillahierro1419515@gmail.com,+34825783681,924225810,Vial de Candelas Carballo 635 Apt. 24 ,Rubiá,32329,Ourense
Alex Correa Bonilla,53280011M,alexcorreabonilla9572963@hotmail.com,+34845474148,927192485,Paseo Leandra Mosquera 65 Apt. 76 ,Cañaveral,10897,Cáceres
Paola Cobo-Escribano,07832319Z,paolacobo-escribano6229401@gmail.com,+34984885625,923220448,Cuesta de Macario Valbuena 875 Apt. 20 ,Benissoda,46869,Valencia/València
Juana Castellanos Bárcena,63452016F,juanacastellanosbárcena5830766@hotmail.com,+34973589898,925675400,Callejón de Ana Bernad 62 Apt. 18 ,Algaida,07220,"Balears, Illes"
Isidora Casal Manso,20039314N,isidoracasalmanso2058010@yahoo.com,+34872163394,988288472,Camino de María Del Carmen Macías 63,Albelda de Iregua,26120,"Rioja, La"
Ceferino Manrique Segarra,85539732H,ceferinomanriquesegarra5412712@gmail.com,+34982809101,932640943,Ronda Rosa Viana 404 Puerta 5 ,Pazos de Borbén,36844,Pontevedra
Moisés Quiroga-Franco,44432378N,moisésquiroga-franco6835458@gmail.com,+34986783241,923146005,Acceso de Coral Azorin 400,Riaza,40512,Segovia
Erasmo Falcón Santamaría,42760717Z,erasmofalcónsantamaría3781969@yahoo.com,+34927610090,939807803,Pasaje Jose Francisco Morata 14,Allariz,32667,Ourense
Pacífica Verdú Hoz,14452489W,pacíficaverdúhoz1024495@gmail.com,+34900135949,948817804,Rambla de María Jesús Espinosa 8,Riego de la Vega,24765,León
Prudencio Salas,45235072Y,prudenciosalas2311605@hotmail.com,+34944771663,927054913,Alameda Primitiva Coca 46,"Unión, La",30369,Murcia
Chuy Martinez Arias,35813324R,chuymartinezarias3376191@yahoo.com,+34982774169,982490535,Ronda Chus Aranda 87,"Pobla del Duc, la",46840,Valencia/València
