matricula,numero_bastidor,anno,marca,modelo,categoria,dni_usuario
S-7783-SJ,GZUJXP534R8JAP8HJ,1993,Renault,Scenic,urbanos,21082516A
3235-CYR,WGAC8TAZ4LEWBLMRX,2003,Nissan,Qashqai,urbanos,33262056P
7026-DTW,CTTHSHBF0XKSS3CK2,2006,Peugeot,508,monovolumen,22604195W
1616-KCS,6Z6BCNV08609RYTAC,2019,Mazda,Mazda6,berlina,40147682D
7837-LGM,B6U85GLR8GLKMFAD9,2020,Mazda,Mazda3,todoterreno,64372946V
7135-KVK,L8LWZ6JN0DHVAE9MG,2018,Mercedes-Benz,S-Class,furgoneta,62386580T
4477-JYX,0SCU8G7A6YHC8CCB1,2015,Nissan,Juke,urbanos,05662954D
2172-KBD,MG6X5H5Y5LU4990V1,2019,Fiat,Tipo,todoterreno,01988089S
4554-HJG,WDZWN48U7DGD0JGMF,2014,Mercedes-Benz,GLC,sedán,77286781L
CO-9697-LX,JYU7J3XB50NVD9YGF,1993,Ford,Fiesta,descapotable,89193534V
BU-1088-KG,JFXCE2YY4J6EX1FHT,1994,Hyundai,i30,todoterreno,60928186J
8253-HTV,2ZL8373Y7VUSK3ZDP,2012,Honda,Accord,urbanos,87002600V
2656-MFV,DW7XB0FF6N96X8PHV,2023,Peugeot,3008,berlina,89495444Y
7017-LMR,TEGMEWER5ZRABN8BL,2021,BMW,Z4,todoterreno,44901561H
9315-DDM,KMTDGRN3495NE9HWU,2005,Toyota,RAV4,descapotable,16803149Q
S-6743-RM,VD85R8RG1W8NMVHHS,1992,Renault,Kadjar,cupé,20766588A
SG-6484-JH,5LYE3RCX9M036W6T0,1994,BMW,Z4,furgoneta,56651588N
M-7160-GP,4YTAVFT82TTAW56RK,1997,Hyundai,Santa Fe,monovolumen,35887391P
T-7043-XJ,87GTZNBL51DD0PGNN,1999,Fiat,500,cupé,06757517W
2413-LBK,D8NXAN083S4PDM6MF,2022,Fiat,500,sedán,92451647L
A-8134-WK,LS6JAN5H2TN6NFDM1,1997,Audi,Q7,monovolumen,88282769Y
7558-HCV,S6EWDS0UXNPXFYGZ0,2011,Kia,Sorento,furgoneta,32478910N
PO-1031-NT,G8HWHUBKX0J4EHZGZ,1995,Hyundai,Tucson,urbanos,48200434R
8355-KYJ,SANVFZ6X16X0F2YZ2,2019,Mazda,Mazda6,urbanos,61925416D
CO-6901-NM,LW933CUC25N2JXD64,1991,Hyundai,i30,furgoneta,42970249Q
TE-6027-NL,C5XSRD879UZRV4P84,1999,Mazda,MX-5,urbanos,02711382G
7688-GGH,GNMU5RU743AZG5UVE,2009,Toyota,Corolla,deportivo,66774213S
5476-JBS,X8TYPZZR12TMCFVF9,2017,Volkswagen,Golf,sedán,02711382G
TO-6711-KR,R9ZFYZAE7E53YY19J,1991,Mercedes-Benz,C-Class,cupé,64412056G
6963-JJM,FRV4RJVK8GMTBX5B9,2015,Kia,Sorento,berlina,81672313A
5105-BZJ,BE0PLVK98SYJ4H4S0,2001,Mazda,Mazda3,sedán,85660544B
6610-CHD,RV2CLAJT43E56ZR2Y,2004,Hyundai,Elantra,furgoneta,86243347V
9717-BJF,RN5JLFRZ5HFE429MY,2001,Volkswagen,Polo,furgoneta,07021038N
8360-FBD,9A63NFJNXYWSSWF21,2008,Hyundai,Tucson,cupé,51458806D
TE-3939-VB,9FKN86KG3HTKCNS5P,1998,Mazda,Mazda6,cupé,42396623X
3597-GGV,WXMHFMEK04LTZS2SN,2010,Skoda,Kodiaq,berlina,21920495T
6424-LFY,RRDJ007V4X1RVRTJX,2022,Nissan,Juke,sedán,42406775L
9050-KLZ,CLBT5HC34BEPV6UFP,2019,Honda,Jazz,descapotable,46044036Z
6517-HKT,WMHC723V19XFGLNCJ,2012,BMW,X5,monovolumen,25706763P
8017-MYL,F4GX9VDS3Z5HVPDW6,2023,BMW,X5,descapotable,78825472X
4535-HZY,YL6Z77KN9XKDWEZ1T,2012,Peugeot,508,sedán,67010237J
6211-FBT,EYHP03H933D3H5ZH1,2007,Nissan,Juke,berlina,17993761X
BU-2333-PY,HXWRV7KM6G4R9UARX,1997,Peugeot,3008,sedán,54709221H
9855-BKJ,X4J6L76Y09C65WRPD,2000,Peugeot,308,descapotable,72743398X
TE-7529-CT,M0W6XLC29P7C805U1,1993,BMW,320,descapotable,85589020V
8261-CPF,PXCVX8XL300A7XNGM,2003,Mercedes-Benz,E-Class,berlina,48360467T
3156-FMN,JJ7L1T7H6UD877PHG,2007,Fiat,Punto,sedán,50843278F
4822-FXD,86Z6CSVU2A2RKUTRG,2007,Renault,Megane,berlina,57895809W
8388-BTK,20JN5GC23HTMSC3LP,2001,Nissan,Qashqai,cupé,22260526E
9018-FVG,SU41SX1RXBB4CBL7F,2007,Peugeot,208,monovolumen,80980333R
2971-DRP,AXT0GJLU7T5RK7ZHG,2006,Audi,A3,sedán,32478239P
6343-BTK,AEJX9NN5XCJ2WDTYB,2000,Hyundai,Elantra,SUV,62296104Y
8426-LNT,A2KTF1SF6RPX2DCZY,2022,Skoda,Kodiaq,todoterreno,25687479K
B-7779-BG,83XJAMJV7P2EGCWD9,1995,Honda,Jazz,todoterreno,33684737H
2138-GBN,73RNLZPY3G3F7PSAX,2010,BMW,320,furgoneta,43433248W
2817-JGY,KUWXRE60XMG07XRSC,2016,Seat,Ateca,berlina,96196560A
8733-DDP,Z9KCKTUS2RWJKPMNE,2005,Ford,Mustang,cupé,18049849R
CU-3297-RP,JE9Z87GY8A1NX331J,1996,Honda,Accord,todoterreno,72784515A
9111-JJW,J3F5PRG8XGJ84GNAJ,2016,Ford,Focus,deportivo,05337049Z
VI-3068-KF,8YHA9R6K9S20WTCJS,1994,Seat,Ibiza,furgoneta,86988149X
9736-LDY,FTYA5KDC4B9JFL38U,2020,Mazda,CX-5,todoterreno,64435970K
7346-MKH,Z07DRV169RUKHWFAP,2023,Fiat,Tipo,cupé,67301994S
2675-KNC,6YZXFAUK9YVR8EE6G,2018,Volkswagen,Golf,todoterreno,36310754X
6361-GBP,8L9XM4GX7BE4ZKBVN,2009,Volkswagen,Passat,urbanos,89007095Q
2447-MMK,M39NV1LZ4XFC5E0K0,2023,Nissan,Juke,todoterreno,42760717Z
9774-LHK,FX56P2EC1FLAU8R3H,2022,Volkswagen,Golf,cupé,66764082G
3154-BCH,6XWFCYSL96DM26AX1,2000,Audi,A3,descapotable,60902352P
3914-LTC,HZVKWJ6J55HTCWPEM,2021,Ford,Fiesta,deportivo,98844106L
1887-KDW,56MWDM9A2R67UMVHC,2019,Mazda,Mazda6,descapotable,87013597C
6140-JRK,83FWWLDT659TY104N,2017,Skoda,Superb,sedán,98301285K
3533-HZF,32FXF10X4RWV2TX21,2013,Mazda,CX-5,urbanos,60143278A
2571-JDV,FXKKULKA6TB22RNGW,2015,BMW,320,sedán,94807574X
AV-2547-YS,7S7NG2ND1RY9PLZ60,1997,Fiat,Punto,descapotable,50896622Z
9743-BXZ,X91DEYUX3M7USV908,2001,Ford,Kuga,berlina,88335627X
7705-BWN,S45A86AM5YAD7X362,2000,Ford,Mustang,cupé,66045105F
Z-7633-KG,6Z1RWNHR34ST7ABTE,1991,Mercedes-Benz,S-Class,SUV,45993858E
3741-KVY,YJDRLL6T4YD8T2RT4,2018,Renault,Clio,cupé,01052010J
3819-MPL,E0CS3HSL423YPJH97,2023,Audi,Q7,furgoneta,62386580T
B-7639-KT,1BYE7BXX606RW98AT,1993,Honda,Accord,cupé,15391617V
5612-BJK,HWD3ZWFV7V0S6HWXL,2002,Volkswagen,Passat,cupé,97665609L
9544-BBV,STZW552CX2XLEGX51,2000,Honda,Civic,furgoneta,84170651N
1945-KZK,4PF5J4A38N9K1V4EV,2019,Volkswagen,Polo,berlina,34604830L
2624-DPH,8ZG97YK20FUS52TBP,2006,Mazda,MX-5,urbanos,34964186T
5210-CTX,8W30L5NU7ZTC8UH1C,2004,Skoda,Octavia,furgoneta,08929978K
6881-JVG,F7MJC8VJ93VJLY3PP,2016,Hyundai,Elantra,SUV,27836013X
TO-8290-RF,EBWVYUFN70LAPTK7E,1998,Hyundai,Tucson,deportivo,96290482Q
8708-HVG,USVRJ0AU012PAASDX,2012,Toyota,Yaris,todoterreno,28524362S
SA-1152-KY,WJLPFWCZ0XXBPB1K5,1997,Peugeot,508,sedán,32478910N
2361-FNP,L60BTFX5XSWA9GPLS,2007,Volkswagen,Tiguan,cupé,81074757X
8128-JSG,KYXW4H00237DJ6B0S,2017,Fiat,500,berlina,37591156W
2051-DYJ,DP2KSVSN2HBMLYZCE,2005,Toyota,Camry,urbanos,13618242B
SE-7698-KT,MUKSVCB793CSZ7ZHL,1997,Audi,A4,urbanos,66957177Z
BA-5983-XG,NSKFXFK26A37W99V0,1997,Renault,Scenic,todoterreno,64116919A
2893-FMP,2E8HASJGXP98YU3SZ,2008,Mazda,Mazda3,berlina,60314540F
MA-1344-JP,3VXFDX3U4RXPSLD5U,1998,Peugeot,508,SUV,82223205E
6422-CHB,REDU9H1T7GA9DN6S1,2003,Volkswagen,Polo,deportivo,87501482Y
CR-5782-ND,4VCE960Z5TJPFVCM0,1999,BMW,320,sedán,90117134Y
8421-BZX,P4A6UPYX2H53N9JAT,2002,Mazda,Mazda3,descapotable,09455881Y
9330-FZB,1ZJ7BL6Z5W2RTH8PX,2007,Volkswagen,Golf,SUV,99473103N
7698-FWV,B8LC4F1B387SGGUF9,2007,Audi,Q7,deportivo,33314552H
1439-LZJ,EF3CR1YC2UKLXMK1M,2021,Honda,Accord,SUV,84623079F
4730-BRX,30AVGY5B7CE5HSM3B,2001,Ford,Focus,cupé,31741146L
4417-CNY,FDST6XS496KVAUPZ8,2003,Fiat,500,todoterreno,00518454B
C-9918-WT,F7XD4MUK67KVCWR9C,1999,Mazda,Mazda6,cupé,00518169W
1892-CJT,KVTW2KA98RBETXEUS,2004,Kia,Ceed,cupé,34655679S
S-3661-WC,X0CXN4NC2DZT6CPWA,1999,Audi,Q7,furgoneta,26426749W
9840-GPK,975N4FVW226D7JLUU,2009,BMW,Z4,deportivo,88405593X
1560-BSH,TZ8S53NY3BVKSBD8W,2002,Ford,Fiesta,furgoneta,98844106L
5537-HCH,K811JH7H9RZL5BU0X,2014,Volkswagen,Passat,sedán,52958919Q
B-4666-ZM,ERARTKK75YECT8HNH,1995,Peugeot,308,deportivo,15379370Y
2611-BFJ,U3CH3WFU847V6D7PW,2002,Nissan,Leaf,deportivo,94917297T
1764-CZX,SCY9FV2J14F9NDUN4,2004,Skoda,Kodiaq,SUV,13259566C
1076-HFB,R25V6DCR4Y1SSLMTX,2013,Volkswagen,Polo,SUV,79380599D
3142-HBB,3WGWRUGS8CAL4VRZH,2013,Fiat,500,cupé,89015256N
LU-2718-DW,T03R1YMA1M8W47XTB,1990,Honda,Jazz,sedán,72435019S
SS-9598-RH,H1679CY21YP7XTVES,1990,Mercedes-Benz,GLC,furgoneta,11748352K
7211-HXH,21S6M7YU2WASSKYGF,2011,Toyota,Corolla,sedán,96483869L
5186-DFX,7NE5TJD07NZ4LSLMS,2005,Honda,Civic,urbanos,00440126K
3092-JFV,JTP5VK0B3DHDZWZXV,2017,Mercedes-Benz,E-Class,cupé,82100005X
1559-FHF,M0YTJ99TXJM4WA0P1,2008,Volkswagen,Golf,descapotable,55728754F
3660-KKH,CEWE6KZH6UJJB7WTW,2018,Ford,Fiesta,urbanos,54721790Y
4311-DKK,SR1AD4L165U8328X5,2006,Ford,Focus,cupé,78613205X
CS-7802-BR,1E6NDGTR3AKJR9V4E,1993,Peugeot,308,sedán,70443877Y
GU-1758-MX,25BYXK3L2GZV660EZ,1994,Kia,Sportage,furgoneta,89007095Q
7954-HNH,7G8PDM276S84U707N,2012,Honda,Accord,urbanos,07592906P
CA-2737-MM,63EGV4SD7AE2PWT32,1995,Honda,Civic,SUV,99403051H
1824-JRH,XPNMT6C5X6ZZCL4XY,2015,Hyundai,i30,todoterreno,85596867K
SS-6040-HX,WGRH73VF4NR3UMYSX,1991,Ford,Kuga,sedán,36859952Z
CO-6103-XY,VT6F1TFE1FGMPEVSU,1990,Peugeot,208,monovolumen,96721012D
T-9654-KB,0NV6T9503XDUBTYXM,1994,Seat,Ibiza,urbanos,62102472B
AV-8548-PD,SPAR3R3S6KPYZSYAG,1997,Kia,Ceed,urbanos,23754906T
4703-HSR,VZKWMLXC1LNJ6ANL3,2013,Seat,Ibiza,urbanos,17363900G
B-9141-SJ,C0LGMF0Y7Y76BPC25,1994,Hyundai,Tucson,furgoneta,30429494B
6255-DRY,38TADH8HXYFAEYGBA,2005,Audi,A4,sedán,71832284H
PO-9068-YJ,YNJHLX9P8WX6ECBVC,1998,Hyundai,Elantra,monovolumen,11365569G
3368-JRJ,ADUJH4W48ELNGTXAR,2016,Ford,Kuga,urbanos,66629362H
3481-HBL,CSC8EEU3X5S51T389,2011,Volkswagen,Passat,SUV,62386580T
B-9859-GT,ZJ93PH8398PVUWDN5,1997,Ford,Fiesta,sedán,78613205X
7968-FCF,S2B9U9L6XCZ3L61CZ,2007,Peugeot,308,urbanos,51301629Z
4796-HGG,RPW6EESUX624RYTGP,2013,Nissan,Qashqai,berlina,89195140J
7191-CMY,N2DS0SK074R41C3YJ,2004,Nissan,Qashqai,cupé,70364855N
CR-5131-GV,U9PMT6CA6WX1H1D94,1990,Nissan,Juke,cupé,84028672N
2943-DKC,HGCL5RP379NRG8KX7,2006,Volkswagen,Polo,SUV,24311068E
8899-GJX,XW234GY930ZWADMAH,2010,Mercedes-Benz,GLC,cupé,53733159F
SG-1246-NP,T6K2JXMW5U1BA25AJ,1997,Fiat,Tipo,SUV,50843278F
1494-CZN,1P97TZ93XRPU9537L,2003,Toyota,Camry,monovolumen,16323349L
8029-KXP,KLT9BYCS623970CY3,2019,Hyundai,Santa Fe,furgoneta,93681654D
3186-DXD,D2GG9CR89Z7E0BR6A,2006,Mazda,CX-5,deportivo,87492649M
H-7243-KX,HM3ZUTTZ48X8SSNSA,1996,Mercedes-Benz,C-Class,SUV,36669276P
4736-DCY,R35FXEYR25F4ADXVY,2006,Ford,Fiesta,sedán,25925910B
7087-BML,3K4HRZN8046CGXE7T,2001,Mercedes-Benz,E-Class,sedán,83112739P
B-2750-TM,Z0MXN3ZV39SNM89DS,1996,Volkswagen,Golf,monovolumen,99797204C
2178-DNV,6GMF4HVU1JV3HV2SE,2005,Seat,Ibiza,urbanos,90440142W
TE-7330-XP,1W76AM2V51Z8D3TFX,1999,Volkswagen,Passat,descapotable,33471193Y
4480-DKK,GV2SHNHUXSMLYPLPG,2005,Honda,Jazz,urbanos,13248985L
9909-GBP,PMZ8HE533LT7JYVVM,2009,Peugeot,208,cupé,28809892T
2566-DDR,RA5Y925B72LULV3AV,2005,Hyundai,Elantra,urbanos,10771509B
5698-HKS,X8YZ9Y7Y5RPPBFWA9,2011,Seat,Ibiza,furgoneta,85589020V
AB-6749-RP,47PL9DND36ARR6C1Y,1993,Kia,Ceed,monovolumen,78815265S
9209-DMG,YGCYHYSX600UGGTPZ,2005,Honda,Civic,descapotable,23754906T
PM-8974-FY,YHN7GD5MXKY3GSRGR,1996,Renault,Megane,furgoneta,51034246Y
Z-4838-FZ,EZS4SWM98ZN0MAG59,1991,Kia,Sorento,deportivo,56226439H
7636-LDW,XBJ3ND6J115LK5LBT,2020,Mazda,Mazda6,deportivo,61523741Y
H-4919-TV,E0SJZ2VK1ERBN8ZK7,1996,Nissan,Qashqai,cupé,32213769S
MU-7528-ZK,785T67T95ZJZX2KD0,1998,Kia,Ceed,cupé,70032231Z
1783-LZM,934YT2M65SYZ5WAJF,2022,Toyota,Yaris,monovolumen,21194249W
4988-JXH,UEG6X0131EV8177AR,2015,Toyota,Yaris,sedán,82280847A
NA-5721-BT,TPMDFMEF6GEZ0MDBB,1995,Toyota,Corolla,descapotable,35230363K
8962-BZT,TA0ZN4ZL3GCYZZRGE,2002,Toyota,Yaris,cupé,84992084T
CO-4682-KD,8YSU1BD261SN24L13,1990,Renault,Clio,todoterreno,25525114J
LE-7085-LC,0Y0T40BK3RASXU1EY,1996,Kia,Sportage,urbanos,23284060X
4455-LJV,X70UETMG3JVU214MW,2021,Hyundai,Tucson,sedán,36310754X
4153-BKT,67XETWYP5K4L1XL9X,2002,Skoda,Superb,SUV,65709428S
H-2839-YH,YB89ELVS33ZU7MDS1,1996,Peugeot,508,berlina,60143278A
9443-JDP,FU3BYRJ55U9WZCC3F,2015,Fiat,500,sedán,36270804B
4034-JDB,MG1SKM800E62SVJ56,2016,Audi,A3,urbanos,10663999A
8005-JMB,CVW61GRA3RCDR4BC4,2017,Renault,Kadjar,descapotable,20154259A
3250-DKC,W995Y47Z5L5H0SNRK,2006,Renault,Megane,urbanos,93344559W
O-8884-JY,MJDVPUDPXTTWS9Y9A,1992,Ford,Mustang,cupé,81079367C
5666-JLY,CJ29S5J99FX64J0BB,2016,Mazda,MX-5,todoterreno,23658592X
8002-CMF,HVM9Y1VA833B8RM09,2003,Ford,Focus,cupé,54832639H
P-8210-ZH,5G82JXT67KHLS5413,1994,Mazda,Mazda3,furgoneta,30237653J
1503-HJF,AMRBU6GM49DSLXYBH,2013,Honda,Jazz,cupé,17113005Q
1585-LNT,0X1VW49P2DBDZ1HRZ,2022,Volkswagen,Passat,berlina,86314590Y
5584-FRM,DK9PYK5080XSNMBR0,2007,Nissan,Qashqai,urbanos,00847524C
2291-FSZ,XBNEFZTFXR6SXBU8T,2008,Kia,Sportage,deportivo,98234895D
CA-9470-MT,NAMZ5HU15B31788HG,1998,Mazda,MX-5,descapotable,88332543P
TE-4423-YZ,GHJFZB7T5AB4C870L,1999,Mazda,Mazda6,SUV,68719204B
Z-8904-YS,N9K94LLBX915HULZM,1999,Honda,Civic,todoterreno,11375790J
7875-FGY,YJZPHUT1X77WERBJH,2007,Hyundai,Tucson,todoterreno,88795469J
LO-6512-XX,011V671Z4JVANK6WE,1994,Kia,Picanto,todoterreno,30024051N
1552-JXW,KUL0GUTY8J5VK0WKA,2015,Volkswagen,Passat,berlina,09985670J
CU-2928-PX,GAS6A4C82WUPYDZ5X,1998,Honda,Jazz,deportivo,45032686C
3399-JKZ,NY1GUG3G0A9JKCFUT,2015,Ford,Focus,cupé,91395066N
9318-GHP,GGG0TT852RFWVDV76,2009,Mercedes-Benz,GLC,SUV,29004089P
1944-KWG,T6L50CL48GML9VGDH,2019,Kia,Sportage,urbanos,18901015Y
9126-FJH,KW95E2242AHCEZY5D,2007,Toyota,Yaris,SUV,19710885T
8464-KJZ,8PWCPCZZXY8AY1FVH,2018,Fiat,500,deportivo,53655735R
7568-CRG,0ZHYR2R83KF3U1P3N,2004,Nissan,Micra,berlina,97665609L
CC-5580-BB,E25DG2XD6GSE5YNTU,1995,Mazda,Mazda6,descapotable,20580035A
7475-JYM,X223H4WD8EBDBTPST,2017,Skoda,Superb,descapotable,36618692R
8249-LSN,K3ZB125L2XNTKNUE0,2020,Honda,Jazz,urbanos,51806356Y
4539-JSH,WN0AGMDN8XZFE8G2P,2017,Mercedes-Benz,C-Class,urbanos,81672313A
J-6423-KN,4PPRALMS1Y72ULN4D,1996,BMW,X5,todoterreno,81074757X
2436-LCB,AA0THJPU54TVX5BZ4,2021,Renault,Megane,descapotable,23754906T
5195-BMM,N28PN38J4B1ZPBCSH,2001,Audi,Q5,cupé,48911711A
Z-5295-TH,BYTX7FTU298SN315J,1991,Peugeot,3008,SUV,30903526J
7042-DBS,SFVD6JBU7SUWSKUDH,2006,Nissan,Micra,cupé,09537257P
NA-1119-DT,D1VMY1BG7WBG0YYTH,1993,Toyota,RAV4,monovolumen,29307311K
V-7231-LK,P15EYLF19KMG73PF0,1993,Volkswagen,Polo,furgoneta,20329103R
1168-HCR,SAT4CWXRXJP66D1NR,2013,Mazda,MX-5,urbanos,03461495H
T-8650-BM,846MKSSC23V762CYS,1993,Honda,Accord,sedán,34096214W
2395-BNF,6U4K69W96UNZUWGJ7,2000,Honda,Jazz,deportivo,94785977X
1002-BLP,RLFFYCLMXXHXRBTG4,2002,Audi,A4,SUV,33314552H
9741-JRD,GHLA18RT8YK3R8GB0,2015,Ford,Focus,urbanos,56226439H
SO-1947-GM,SNSVK9DR42TGZ6J5Z,1992,Nissan,Qashqai,cupé,08190170P
2556-KZC,LZTJ7M032ATZ1V5KE,2018,Mazda,Mazda3,sedán,02443344P
5687-LLD,7FTJXZTP1PT8GGWPF,2021,Skoda,Fabia,todoterreno,25060070Y
7387-LXK,DTGF6B7S5T93PTD3E,2020,Renault,Megane,SUV,38094202S
